event_id,carrier_ssvid,neighbor_vessel_ssvid,event_start,event_end,median_distance_km,median_speed_knots,lon,lat
136fd16832d253986005e0146c0ca307,440571000,412270001,2018-10-16T20:30:00Z,2018-10-16T23:10:00Z,0.015,1.183,-150.61279542375001,-5.948002596599999
9bf789dcc24375399520dc93baa1cf59,356591000,412439762,2018-10-28T11:10:00Z,2018-10-29T08:00:00Z,0.05,0.924,146.9451762550447,39.00209693227021
3d24be68748c974795b2a6d20ef65656,373039000,412421038,2018-10-21T11:40:00Z,2018-10-21T17:10:00Z,0.054,1.993,-80.5536958151,-18.0842150656
e5bdf611c4a971c5690733f0e81536b1,636017468,412371191,2018-10-19T16:30:00Z,2018-10-19T21:20:00Z,0.026,0.766,-164.01095177439998,-4.510228872200001
ce5d7e95f8a16ada6be5c55c14514617,415518424,416664000,2018-06-16T19:20:00Z,2018-06-17T03:00:00Z,0.028,0.731,162.31948078239998,41.811348658350006
676a3f0806ac9f37e601608c24e996f7,351822000,416004842,2018-11-02T21:10:00Z,2018-11-03T01:10:00Z,0.03,0.943,152.05923448876214,41.292560023048644
708a3b92c47597a995f41d02c43d3768,356514000,412271490,2018-03-29T11:10:00Z,2018-03-29T17:20:00Z,0.044,1.359,-60.309252522387716,-46.29813467369473
3a7965ff2a189840d41f12c4840c1ba8,636008972,412421015,2018-07-26T13:00:00Z,2018-07-26T16:10:00Z,0.101,1.631,-100.5680093956,-2.0779598505
efa503234711ac02f2745e65a73b020c,636017752,412421015,2018-08-09T13:00:00Z,2018-08-09T17:30:00Z,0.048,0.546,-99.58708618685,-2.2611031409
b5ce9284a2d31fcb70a3900397b3c79c,370136000,412421086,2018-12-23T10:30:00Z,2018-12-23T12:50:00Z,0.057,0.883,-82.0085317711,-16.5259853148
750e38f0b70c690489a67ac3c19d40f0,355827000,412421086,2018-07-13T14:00:00Z,2018-07-13T17:10:00Z,0.035,1.118,-97.10264225735,-2.55823042035
712429198cd259b7f21761d95d7d3fa3,412436952,412439601,2018-07-03T18:00:00Z,2018-07-04T00:50:00Z,0.048,1.226,160.95101804180666,45.33467832793999
ad32f107074c014daf294b44f3126baf,412421073,412420236,2018-11-02T22:30:00Z,2018-11-03T01:10:00Z,0.048,1.021,-115.61788862174998,-17.514459461100003
15360d0363272e88e46c4ec1dddde83e,529264000,412326863,2018-12-19T02:50:00Z,2018-12-19T06:50:00Z,0.149,1.375,47.31424456305532,-3.1140926689
b9358824a8cdecccc13bcb72754d0684,416861000,416664000,2018-07-18T16:40:00Z,2018-07-18T20:30:00Z,0.026,0.96,160.74099791415003,46.35096751820001
03b4117a6c6b76402781e405a690fc41,355827000,412271490,2018-06-08T22:40:00Z,2018-06-09T02:00:00Z,0.051,1.291,-80.89532147355,-15.329720361549999
c2d64630eb529d7a01c22a554bb4860e,636017161,416004522,2018-11-30T08:40:00Z,2018-11-30T11:30:00Z,0.037,1.155,-15.061706445950001,-2.4440120126
eff71af2d72a6133ab76d33a349d8649,636017460,441495000,2018-12-17T18:10:00Z,2018-12-17T21:40:00Z,0.148,1.776,-78.4412783597,-18.6875379873
694a48ffaa2a2b55945ad68cc7582c56,356609000,441495000,2018-02-18T17:10:00Z,2018-02-18T23:00:00Z,0.082,1.231,-60.41592328092128,-46.62204770706383
833ca32e2176128918a61d987cc2c6db,371335000,412421086,2018-03-27T16:10:00Z,2018-03-27T19:30:00Z,0.027,0.744,-112.6558250928,0.9960953974999999
bce77418a57587eae9936a5985a25d06,538004001,440818000,2018-11-28T16:40:00Z,2018-11-28T19:30:00Z,0.19,0.682,-75.37322226850304,-19.572873327642423
548ff22fc82f39474f4aba279a6201e4,370599000,440782000,2018-01-29T03:10:00Z,2018-01-29T09:00:00Z,0.052,1.18,39.975435648,-26.059047698800004
52cbbcd4a684b7bcbda2d2057a4b8fc3,354062000,412421072,2018-03-04T11:10:00Z,2018-03-04T18:10:00Z,0.046,1.085,-60.39973696860001,-46.448940849
6741c0618852e1038b4406bfcb3713ad,351527000,416004186,2018-08-13T23:20:00Z,2018-08-14T02:50:00Z,0.056,0.953,160.17778341605,47.19040366795
dfde55f6d6cdba7c6fc82276d0d63c9d,518100355,412420796,2018-07-13T02:00:00Z,2018-07-13T04:50:00Z,0.115,1.133,-103.76139360715001,-20.7220402354
ad85da5120b243e29d01370b75d8b86e,351527000,416238500,2018-08-26T20:00:00Z,2018-08-27T00:30:00Z,0.059,0.746,159.4311003691,47.0487908495
44f3c7b88187b752d826d47d477e7569,353981000,440818000,2018-10-26T11:40:00Z,2018-10-26T17:10:00Z,0.059,1.25,-78.37097037718334,-18.37527789622222
55520903edee7b2a5f7b5dc09fb9e78a,563061200,412695610,2018-11-09T07:40:00Z,2018-11-09T10:00:00Z,0.124,0.739,48.5959474991,-6.349364314350001
d2a945effe5ab6ebc431b72323debb39,374140000,416242800,2018-09-25T16:40:00Z,2018-09-25T22:40:00Z,0.019,0.753,-160.0363217623,-4.9894006034
16a09d4ff5c1e86144d98aa62362081a,374014000,576737000,2018-01-31T22:10:00Z,2018-02-01T02:20:00Z,0.024,0.616,-129.8814302865,-12.9826401587
590e2953311953af644c41d66454970e,636017468,576737000,2018-10-31T21:40:00Z,2018-11-01T01:50:00Z,0.022,1.66,-147.70652938954998,-5.2515956541
e6fbfa4b39633cf5f13d406d277cf552,577106000,576737000,2018-01-01T13:20:00Z,2018-01-02T02:50:00Z,0.023,1.129,-113.16005739285,-12.455559450500001
6a794bbe7803eb8551224e5bd8318c25,416861000,416757000,2018-07-19T16:40:00Z,2018-07-19T22:10:00Z,0.026,0.927,160.9531407760625,46.56197432855
f16a7c7c3d96a629ca09fa28a13a3f0c,415518424,416757000,2018-10-29T02:10:00Z,2018-10-29T07:20:00Z,0.036,0.481,150.17356330314348,40.29791346510435
d6f4ceff5caffa13d739710b9e61c4a0,273335960,441074000,2018-07-09T19:40:00Z,2018-07-09T23:00:00Z,0.028,1.584,163.2719232922,45.8189605377
86d321c67e07db8b38bb2dc555741dde,563061200,412695610,2018-08-13T14:50:00Z,2018-08-13T17:10:00Z,0.164,1.294,74.1152172334,-19.3802875077
41f76926802300a96d832bfb928f41fa,415518424,416757000,2018-08-11T19:20:00Z,2018-08-12T01:10:00Z,0.033,0.208,160.41304095220386,47.96473612348461
5d569758d2ff4dfcf7ce01c3c4072225,416861000,416757000,2018-10-27T01:10:00Z,2018-10-27T05:30:00Z,0.029,0.337,150.1423254673,40.297793194700006
7e5d35218156ab9b2e34bdbab5c4071c,440170000,441074000,2018-10-19T06:30:00Z,2018-10-19T13:40:00Z,0.048,0.736,151.066948762,40.71734445985
b71014e2bcb0222bd6cd8d667c233b54,352894000,416704000,2018-04-23T03:50:00Z,2018-04-23T06:50:00Z,0.026,0.312,105.04714220080001,-34.9423503746
0ecde62a8bb8218f00507bc08465bbc5,351822000,416312000,2018-10-29T20:40:00Z,2018-10-30T02:30:00Z,0.035,0.858,150.52434322070002,40.09622654765
321deda67c532d685688b7a402476dba,351527000,412440655,2018-08-30T10:10:00Z,2018-08-30T12:30:00Z,0.044,0.745,158.5940036961,42.513773173649994
bb84cc45b93b9596a01419b1e508aedb,636017161,441374000,2018-04-25T23:00:00Z,2018-04-26T09:00:00Z,0.034,1.65,4.277447026394959,-37.73720146350924
65fa1b987568b156b01365d1126018fc,370890000,412329693,2018-04-20T17:40:00Z,2018-04-21T10:10:00Z,0.054,1.236,-60.4342962499,-46.51414336225
f2f3ba26d24f8ce9f1183d5dfc97600b,370599000,412371179,2018-12-20T08:00:00Z,2018-12-20T11:40:00Z,0.05,0.89,-22.0010463907,-5.0457984649
46cbab78b1fe49bf887ee88b3fc82198,371717000,412420375,2018-08-23T16:00:00Z,2018-08-23T19:00:00Z,0.082,1.72,-104.10983702150001,-2.1613172506
097329c3d20d29652d5b6e5f9d3231e7,636017161,441374000,2018-01-02T10:50:00Z,2018-01-02T14:30:00Z,0.032,0.841,39.3271251882,-25.7109173256
29326183643b9656592d132a95526cef,412423656,412420251,2018-08-24T13:00:00Z,2018-08-24T16:20:00Z,0.174,0.816,-103.5420574433,-2.0342242096
6d00079702a03330bf0c30f97e694fd2,416861000,416004853,2018-07-20T23:00:00Z,2018-07-21T03:30:00Z,0.014,0.953,160.8051375122,45.909085667149995
38769d3a5ab944aa706f9a1aab4794b6,374048000,416003105,2018-02-07T17:10:00Z,2018-02-07T21:30:00Z,0.023,0.438,-131.49019732784998,-14.87121634085
3aedd5d50d0c4975d35d60910a7b0973,357832000,412420406,2018-10-22T11:00:00Z,2018-10-22T16:00:00Z,0.039,0.957,-79.4786764227,-18.1561965511
dfcc319b042cd7d66b15b8f489bcb43c,636017161,431602710,2018-11-07T04:00:00Z,2018-11-07T09:20:00Z,0.021,1.413,39.99434939438667,-27.386370919115002
68f363de391b7135c856babc5f1d0ae5,636017161,431602710,2018-01-01T03:30:00Z,2018-01-01T09:50:00Z,0.038,0.667,38.97806628385,-26.5474033275
7f5fe3c337bca159c98ef9a001cf496d,351478000,441360000,2018-03-07T11:20:00Z,2018-03-07T18:10:00Z,0.068,0.995,-60.41561739084815,-46.886297494892595
f8fb674c0efaa0bc2a6d970176c476e1,370599000,416724000,2018-11-16T01:00:00Z,2018-11-16T04:30:00Z,0.034,0.703,74.99340211343636,-19.952576421254545
1162ade6a813edbd3d0e80f94ae60c8e,353981000,441142000,2018-11-14T21:50:00Z,2018-11-15T00:30:00Z,0.056,0.881,-81.74574701575,-15.4351248803
0fff46ac382064749329306c5878cc76,356609000,441142000,2018-02-19T16:10:00Z,2018-02-19T20:30:00Z,0.072,1.068,-60.6963948879,-46.7364277173
d16dbbbbfa25a3288f8cd2c5202f16af,636017460,441142000,2018-12-16T16:10:00Z,2018-12-16T21:20:00Z,0.159,1.903,-79.22126285334616,-18.59434885132692
89a7b15fd9428636514844b336d23fe3,636017468,412371207,2018-10-12T02:30:00Z,2018-10-12T05:50:00Z,0.011,1.027,164.8943520088,-4.0867090445
297387547f647b72295f11b1b0cc4119,538004001,440179000,2018-11-28T19:50:00Z,2018-11-28T22:30:00Z,0.179,0.693,-75.39247549635,-19.544990343
5df9399b3d32fd071147b86d5b195cae,374048000,416002591,2018-02-08T16:00:00Z,2018-02-08T21:40:00Z,0.025,0.237,-131.61490059695,-14.874621790500001
27d7d11100ace2bff8498cef861bdc62,636017468,416529000,2018-06-27T02:10:00Z,2018-06-27T08:00:00Z,0.037,1.105,63.49815886809999,7.0098001852000005
a9bb0facf89013e601b5d34a45dfd524,636014306,441309000,2018-03-18T00:20:00Z,2018-03-18T03:10:00Z,0.074,0.987,-60.067219726699996,-45.6129890586
11ffbadc52cedf3fa4c803555fa56c5e,538004308,440203000,2018-03-17T21:00:00Z,2018-03-18T00:40:00Z,0.187,1.981,-53.3973641105,-49.52200329235
b69fcc541a956b943c58670dc9fe4ae3,353981000,440179000,2018-11-12T15:40:00Z,2018-11-12T19:10:00Z,0.041,1.295,-82.23447043228781,-15.47299655049756
33c3e9ede6b3ebd497e614e04f38fcab,565318000,627072000,2018-03-09T15:50:00Z,2018-03-09T18:30:00Z,0.123,1.113,-8.2148358498,-1.9730424525
8a11821311da19e7429752a0dc34f5a1,374290000,412421046,2018-10-20T11:40:00Z,2018-10-20T15:20:00Z,0.044,0.849,-78.1025027412,-17.9841529097
e96aace23433fe376bbdf2a5c69259c2,370136000,412421357,2018-12-27T20:50:00Z,2018-12-27T23:40:00Z,0.058,0.989,-95.48192964871875,-5.395159564878124
7785cedf69c8a11ad0cc33d41ed3932d,373039000,412420531,2018-03-07T13:10:00Z,2018-03-07T18:00:00Z,0.04,1.535,-60.3851675517,-46.642401639
a0cea85d3df5fadce505b61af1a93564,636018031,412329687,2018-02-23T13:40:00Z,2018-02-24T02:00:00Z,0.051,1.188,-60.34681548604364,-45.59412262667455
4af5de5ccddc7b6c8282c9769cc9f69a,538004148,627072000,2018-04-15T10:00:00Z,2018-04-15T12:50:00Z,0.154,1.99,-16.4830683332,-1.3159935086499999
63206baa5b428a7706a4426d4de55bbf,636017468,577146000,2018-11-18T14:40:00Z,2018-11-18T18:30:00Z,0.034,1.374,-136.22047189325,-3.4035474554000005
30c616b0b0e04f58e18b06f15f1aa7de,412440239,412440563,2018-01-08T05:00:00Z,2018-01-08T20:40:00Z,0.037,1.603,-131.2668962585,5.2161717941
a6957883920125e15b4d67532da33b77,370890000,412329687,2018-02-02T22:30:00Z,2018-02-03T01:50:00Z,0.048,0.37,-60.3605884215,-45.5246298324
aed5bf545580069c2e1341199a968d73,351478000,412331075,2018-03-17T11:20:00Z,2018-03-18T01:20:00Z,0.062,1.055,-60.06632730362275,-45.64741267520239
ff7e6308fe9d7322007ddcd8b0ab2f16,416602000,416000205,2018-01-12T20:00:00Z,2018-01-13T00:00:00Z,0.022,1.099,161.46755929409997,1.4918682257
c895100fcdec7ee0d4531efcdd3540f8,416308000,416002508,2018-04-05T21:20:00Z,2018-04-05T23:50:00Z,0.023,0.482,67.0807608747,-38.9948105254
eb2515d7cad6c1c3f12ed867219685b3,577106000,431700830,2018-01-10T18:30:00Z,2018-01-11T00:00:00Z,0.046,0.735,-123.46747897136471,-13.943139528941176
7cb45be165861837035e92a032ab7a6c,372523000,412420925,2018-02-22T16:20:00Z,2018-02-22T19:40:00Z,0.139,0.785,-111.87937279053844,0.715676318274359
e74dab90b961113e301cf76b888b1e35,636008972,412420809,2018-07-16T13:10:00Z,2018-07-16T17:00:00Z,0.043,0.818,-98.05043763142369,-2.280769015786842
e1d39c602f86ef251f937c54286da7da,373039000,412420809,2018-03-12T11:30:00Z,2018-03-12T16:40:00Z,0.046,1.405,-60.44715256560926,-45.58868695915185
1136e286899d9454d9517a87c39733e3,351478000,412331072,2018-03-10T10:30:00Z,2018-03-10T20:30:00Z,0.055,1.119,-60.5671458689,-46.50747466495
20217e8a4d20312bb5382a4ed425565e,356514000,150402947,2018-02-26T23:50:00Z,2018-02-27T04:30:00Z,0.108,0.086,-60.427039027,-45.49717769675
e3bdd9a6566fd815e88388d0c23ffd9f,636017752,412420253,2018-03-13T13:50:00Z,2018-03-13T17:10:00Z,0.051,1.568,-112.02180718350002,1.4225295513
975c859eb249dfdcd2b31d2d9d7aeb99,416110700,416002566,2018-04-21T22:00:00Z,2018-04-22T07:50:00Z,0.009,1.138,31.981053353563635,-36.64494699677677
c99fb04eb38557f4724e3ca9c42a1e49,374014000,416002885,2018-05-01T18:40:00Z,2018-05-01T22:30:00Z,0.039,1.163,39.38707260524999,-34.93934999015
99f3274c0bc24544831748d955695fa7,374290000,412422693,2018-10-21T11:40:00Z,2018-10-21T14:50:00Z,0.053,0.907,-78.49439315025,-18.026676861299997
159381f384f7f51d25488a439872d62e,416110700,416002566,2018-07-11T06:30:00Z,2018-07-11T12:00:00Z,0.019,1.378,36.7638737503,-31.298007690400002
467ff30709add635ba662fba16e2e625,431201000,416032600,2018-06-25T10:50:00Z,2018-06-25T14:20:00Z,0.155,1.155,1.2617598363,-3.0763940832
