ssvid,shipname_norm,flag,imo,callsign,vessel_class,length_m,tonnage_gt,engine_power_kw,gfw_owner,gfw_owner_address,gfw_owner_flag,all_encounters,HS_encounters,fraction_encounters_in_HS,owner,owner_source,corporate_actor,corporate_actor_source,main_company,main_company_flag,subsidiaries_and_affiliates,main_company_and_subsidiaries_source,remarks
518100014,HAISOON39,COK,9188520,E5U2959,bunker,103.4,3878,4118,GRAND RITZ,"6001 BEACH ROAD, #17-05/06, GOLDEN MILE TOWER, SINGAPORE",SGP,73,73,1,GRAND RITZ LIMITED - SINGAPORE,GFW,GRAND RITZ LIMITED,https://world-ships.com/company/aacc4d0c95465aff1548fb8fbf1c6130#.XPwqFNNKjaY,HAI SOON SHIP MANAGEMENT PTE LTD,SGP,HAI SOON SHIP MANAGEMENT PTE LTD owns GRAND RITZ LIMITED,https://world-ships.net/company/daeb6c949159e7becf81ab445e07eae7#.XPwee9NKjaY  https://world-ships.com/company/aacc4d0c95465aff1548fb8fbf1c6130#.XPwqFNNKjaY  http://www.hoovers.com/company-information/cs/company-profile.hai_soon_ship_management_pte_ltd.0e5cb7db28e3575b.html,NA
518100015,HAISOON48,COK,9166974,E5U2960,bunker,112,5360,4200,CITY EFFORT PROFITS,"6001 BEACH ROAD #17-05/06, GOLDEN MINE TOWER, SINGAPORE 199589",SGP,65,60,0.92,CITY EFFORT PROFITS LTD - SINGAPORE,GFW,CITY EFFORT PROFITS LTD,https://world-ships.net/company/8fdd2f2e3009db94c7f6dfadfa44fd1c#.XPweTNNKjaY,HAI SOON SHIP MANAGEMENT PTE LTD,SGP,HAI SOON SHIP MANAGEMENT PTE LTD owns CITY EFFORT PROFITS LTD,https://world-ships.net/company/daeb6c949159e7becf81ab445e07eae7#.XPwee9NKjaY  https://world-ships.net/company/8fdd2f2e3009db94c7f6dfadfa44fd1c#.XPweTNNKjaY  http://www.hoovers.com/company-information/cs/company-profile.hai_soon_ship_management_pte_ltd.0e5cb7db28e3575b.html,NA
518100126,HAISOON28,COK,8905397,E5U3071,bunker,105.29,3244,2942,EASTERN KING MARINE PTE,"CARE OF HAI SOON SHIP MANAGEMENT PTE LTD , 17-05/06, GOLDEN MILE TOWER, 6001, BEACH ROAD, SINGAPORE 199589",SGP,19,14,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
518100179,HAISOON12,COK,9078751,E5U3120,bunker,101.73,3243,2942,PACIFIC MARINE PTE,"6001 BEACH ROAD 17-05/06 GOLDEN MILE TOWER, SINGAPORE 199589",SGP,25,18,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
518100282,BPACIFIC,COK,9697296,E5U3218,bunker,101.39,5689,3000,CHUANDONG 1 MARINE HOLINGS,"TRUST COMPANY COMPLEX, AJETAKE ROAD, AJELTAKE ISLAND, MAJURO, MH 96960, MARSHALL ISLANDS",MHL,52,52,1,CHUANDONG 1 MARINE HOLDINGS CO (EFFECTIVE 2015-10-08) IMO COMPANY NUMBER 5876018 NATIONALITY OF REGISTRATION MARSHALL ISLANDS,GFW,CHUANDONG 1 MARINE HOLDINGS CO LTD,https://world-ships.com/company/db2795d49e6365d416784305c3a14f7b#.XPwdV9NKjaY,"S.K. Maritime Co., Ltd.",KOR,"S.K. Maritime Co., Ltd. Owns SK Shipping Co., Ltd. Owns SK B&T Pte Ltd owns CHUANDONG 1 MARINE HOLDINGS CO LTD",https://world-ships.com/company/db2795d49e6365d416784305c3a14f7b#.XPwdV9NKjaY  https://world-ships.net/company/2eb8f7693ec56a8842c633ec5b7461c1#.XPwdoNNKjaY  https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=252124307  https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5478124  https://www.bloomberg.com/research//stocks/private/snapshot.asp?privcapId=430521019,NA
518100355,HAISOON26,COK,9058804,E5U3271,bunker,105,3338,3353,BLUE RING ENTERPRISE,"6001 BEACH RD, #17-05/06, GOLDEN MILE TOWER, SINGAPORE 199589",SGP,43,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
518100357,HAISOON10,COK,8806395,E5U3273,bunker,88,1914,1910,HAI SOON CHARTERING PTE,"CARE OF HAI SOON SHIP MANAGEMENT PTE LTD , 17-05/06, GOLDEN MILE TOWER, 6001, BEACH ROAD, SINGAPORE 199589",SGP,9,3,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
518100405,HAISOON61,COK,9276901,E5U3321,bunker,106.98,4251,3120,SUPER SHINE DEVELOPMENT,C\O 6001 BEACH ROAD #17-05 GOLDEN MILE TOWER 199589 SINGAPORE,SGP,51,32,0.63,"SUPER SHINE DEVELOPMENT LTD (EFFECTIVE 2013-03-22) IMO COMPANY NUMBER 5724015 NATIONALITY OF REGISTRATION VIRGIN ISLANDS, BRITISH",GFW,SUPER SHINE DEVELOPMENT LTD,https://world-ships.net/company/f0a9bb28bcce176a3552a46846b966c1#.XP60k9NKjaY,HAI SOON SHIP MANAGEMENT PTE LTD,SGP,HAI SOON SHIP MANAGEMENT PTE LTD owns SUPER SHINE DEVELOPMENT LTD,https://world-ships.net/company/f0a9bb28bcce176a3552a46846b966c1#.XP60k9NKjaY https://world-ships.net/company/daeb6c949159e7becf81ab445e07eae7#.XPwee9NKjaY   http://www.hoovers.com/company-information/cs/company-profile.hai_soon_ship_management_pte_ltd.0e5cb7db28e3575b.html,NA
529101000,HUAJIAN1,KIR,7908732,T3MD,carrier,99.99,3415,3310,UNITED OCEAN SHIPPING,"FLAT/RM 907 JFZ301 WING TUCK COMM CTR., 177-183 WING LOK STREET, HONG KONG",HKG,1,1,1,UNITED OCEAN SHIPPING LTD,GFW,UNITED OCEAN SHIPPING LTD,https://world-ships.net/company/3ead28ab954a5228fe10c1d79b59aba7#.XP7QzXeZPwc,UNITED OCEAN TRANSPORTATION LTD,HKG,Main Company: UNITED OCEAN TRANSPORTATION LTD,https://world-ships.net/company/3ead28ab954a5228fe10c1d79b59aba7#.XP7QzXeZPwc  https://world-ships.net/company/1501051637e353282878c3a7dc4a8ef0#.XP7Q8neZPwc,NA
529264000,HAISOON6,KIR,9062697,T3TY,bunker,NA,3232,NA,HS PACIFIC MARINE PTE,"CARE OF HAI SOON SHIP MANAGEMENT PTE LTD , 17-05/06, GOLDEN MILE TOWER, 6001, BEACH ROAD, SINGAPORE 199589",SGP,22,22,1,"HS PACIFIC MARINE PTE LTD (EFFECTIVE 2010-01-24) IMO COMPANY NUMBER 5516722 NATIONALITY OF REGISTRATION VIRGIN ISLANDS, BRITISH",GFW,HS PACIFIC MARINE PTE LTD,https://world-ships.net/company/97fbea02d562b955510044c3f0b9a225#.XPwytXeZPwc,HAI SOON SHIP MANAGEMENT PTE LTD,SGP,HAI SOON SHIP MANAGEMENT PTE LTD owns HS PACIFIC MARINE PTE LTD,https://world-ships.net/company/97fbea02d562b955510044c3f0b9a225#.XPwytXeZPwc https://world-ships.net/company/daeb6c949159e7becf81ab445e07eae7#.XPwee9NKjaY   http://www.hoovers.com/company-information/cs/company-profile.hai_soon_ship_management_pte_ltd.0e5cb7db28e3575b.html,NA
529354000,HUAJIAN107,KIR,8421298,T3XR,carrier,104.47,4238,3501,UNITED OCEAN SHIP MANAGEMENT,"ROOM 2105 JFZ1419 TREND CENTRE 29-31 CHEUNG LEE STREET, CHAI WAN, HONG KONG",HKG,1,1,1,UNITED OCEAN SHIP MANAGEMENT,GFW,UNITED OCEAN SHIP MANAGEMENT LTD,https://world-ships.net/company/a9ee43b339d8276e078cd884579a5294#.XP7QH3eZPwc  https://world-ships.net/company/1501051637e353282878c3a7dc4a8ef0#.XP7QP3eZPwc,UNITED OCEAN TRANSPORTATION LTD,HKG,Main Company: UNITED OCEAN TRANSPORTATION LTD,https://world-ships.net/company/a9ee43b339d8276e078cd884579a5294#.XP7QH3eZPwc  https://world-ships.net/company/1501051637e353282878c3a7dc4a8ef0#.XP7QP3eZPwc,NA
529606000,SHUIJINGLING,KIR,8627309,T3HD2,carrier,NA,2429,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
529770000,NEWSMILE,KIR,9114842,T3PZ2,bunker,98.46,4629,2426,WINSON OCEAN,"P.O BOX 957 OFFSHORE INCORPORATIONS CENTER ROAD TOWN,TORTOLA,BRITISH VIRGIN ISLANDS",VGB,64,1,0.02,WINSON OCEAN COMPANY LIMITED - VIRGIN ISLANDS (BRITISH),GFW,WINSON OCEAN COMPANY LIMITED,https://world-ships.com/company/d08d5cc0b54c62e2acf6c66c3f77cab3#.XP69HtNKjaY,Winson Oil Trading Pte. Ltd.,SGP,Main Company: WINSON SHIPPING (TAIWAN) CO LTD which is owned by Winson Oil Trading Pte. Ltd. (address matched),https://world-ships.com/company/d08d5cc0b54c62e2acf6c66c3f77cab3#.XP69HtNKjaY  https://world-ships.net/company/f70879d054cf115be227699d91af0f04#.XPwg4dNKjaY  http://www.hoovers.com/company-information/cs/company-profile.winson_shipping_(taiwan)_co_ltd.6c9abbcaa99842d0.html?aka_re=1  http://www.winsonoil.com/contactUs.asp,NA
529782000,ANGEL10,KIR,9040455,T3QM2,bunker,181.61,25800,7168,CRYSTAL DAY,"P.O. BOX 957, OFFISHORE INCORPORATIONS CENTRE, ROAD TOWN, TORTOLA, BRITISH VIRGIN ISLANDS",TWN,1,1,1,CRYSTAL DAY LIMITED - TAIWAN,GFW,CRYSTAL DAY LTD,https://world-ships.net/company/cfeee7bf990aebe7ab38bd3f7b2904fb#.XPwgtdNKjaY,Winson Oil Trading Pte. Ltd.,SGP,Main Company: WINSON SHIPPING (TAIWAN) CO LTD which is owned by Winson Oil Trading Pte. Ltd. (address matched),https://world-ships.net/company/cfeee7bf990aebe7ab38bd3f7b2904fb#.XPwgtdNKjaY  https://world-ships.net/company/f70879d054cf115be227699d91af0f04#.XPwg4dNKjaY  http://www.hoovers.com/company-information/cs/company-profile.winson_shipping_(taiwan)_co_ltd.6c9abbcaa99842d0.html?aka_re=1  http://www.winsonoil.com/contactUs.asp,NA
529794000,ANGEL18,KIR,9167710,T3QZ2,bunker,117.27,6332,3603,SUCCESS DIRECT,"2ND FLOOR,ABBOTT BUILDING ROAD TOWN TORTOLA BRITISH VIRGIN ISLANDS",VGB,32,32,1,SUCCESS DIRECT LIMITED - VIRGIN ISLANDS (BRITISH),GFW,SUCCESS DIRECT LIMITED,https://world-ships.com/company/f387a5dad4943309f920a16715f6da4b#.XP6z79NKjaY,Winson Oil Trading Pte. Ltd.,SGP,Main Company: WINSON SHIPPING (TAIWAN) CO LTD which is owned by Winson Oil Trading Pte. Ltd. (address matched),https://world-ships.com/company/f387a5dad4943309f920a16715f6da4b#.XP6z79NKjaY  https://world-ships.net/company/f70879d054cf115be227699d91af0f04#.XPwg4dNKjaY  http://www.hoovers.com/company-information/cs/company-profile.winson_shipping_(taiwan)_co_ltd.6c9abbcaa99842d0.html?aka_re=1  http://www.winsonoil.com/contactUs.asp,NA
529839000,ANGEL29,KIR,9084695,T3SW2,bunker,123,5944,2426,START SAIL,"P.O.BOX 957, OFFSHORE INCORPORATIONS CENTRE, ROAD TOWN , TORTOLA, BRITISH VIRGIN ISLANDS,",VGB,56,7,0.12,START SAIL LTD - VIRGIN ISLANDS (BRITISH),GFW,START SAIL LTD,http://www.winsonoil.com/vessels_2.asp,Winson Oil Trading Pte. Ltd.,SGP,NA,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=108906926 http://www.winsonoil.com/map.asp,NA
538002930,ANGEL38,MHL,9175743,V7MZ7,bunker,117.02,5994,3883,EAGERWAY,"C/O 26F-1, NO.29, HAI PEIN ROAD, 802 KAOHSIUNG, TAIWAN",TWN,140,18,0.13,EAGERWAY LIMITED - VIRGIN ISLANDS (BRITISH),GFW,EAGERWAY LIMITED,http://www.winsonoil.com/vessels_2.asp,Winson Oil Trading Pte. Ltd.,SGP,NA,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=108906926 http://www.winsonoil.com/map.asp,NA
538004001,OCEANRUBY,MHL,9150834,V7UQ3,bunker,NA,79633,NA,TRUE FAITH GLOBAL,"CARE OF WINSON SHIPPING (TAIWAN) CO LTD , ROOM 1, 26TH FLOOR, 29, HAIBIAN ROAD, LINGYA DISTRICT, KAOHSIUNG CITY, 80248, CHINA, REPUBLIC OF (TAIWAN)",TWN,9,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
538004148,BSTAR,MHL,9381639,V7VL3,bunker,105.5,3978,3000,STAR MARINE HOLDINGS,"CARE OF SK SHIPPING CO LTD , 21ST FLOOR, CPO BOX 2732, 416, HANGANG-DAERO, JUNG-GU, SEOUL, 04637, SOUTH KOREA.",KOR,36,36,1,STAR MARINE HOLDINGS CO LTD (EFFECTIVE 2010-12-24) IMO COMPANY NUMBER 5578109 NATIONALITY OF REGISTRATION MARSHALL ISLANDS,GFW,STAR MARINE HOLDINGS CO LTD,https://world-ships.com/company/10dcee59fc7cadef8512a5b071047efe#.XP6zVtNKjaY,"S.K. Maritime Co., Ltd.",KOR,"SK Shipping owns STAR MARINE HOLDINGS CO LTD which is owned ultimately by S.K. Maritime Co., Ltd.",https://world-ships.com/company/10dcee59fc7cadef8512a5b071047efe#.XP6zVtNKjaY  https://world-ships.net/company/51343f6d57c5c3b065e53b21d2501b20#.XPwfl9NKjaY  https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5478124  https://www.bloomberg.com/research//stocks/private/snapshot.asp?privcapId=430521019,NA
538004149,BACE,MHL,9381641,V7VL4,bunker,98.12,3978,3000,ACE MARINE HOLDINGS,"C/O 19TH FL., SK NAMSAN BLDG, 267, NAMDAEMUNNO-5GA, CHUNG-GU, SEOUL, KOREA",KOR,96,96,1,"SK SHIPPING - SEOUL, SOUTH KOREA",Maritime Connector,SK SHIPPING CO LTD,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5478124  https://world-ships.net/company/29b1f75132a709fe15807e49d5d1ece9#.XPwgLdNKjaY,"S.K. Maritime Co., Ltd.",KOR,"S.K. Maritime Co., Ltd. Owns SK Shipping Co., Ltd.",https://world-ships.net/company/29b1f75132a709fe15807e49d5d1ece9#.XPwgLdNKjaY  https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=252124307  https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5478124  https://www.bloomberg.com/research//stocks/private/snapshot.asp?privcapId=430521019,NA
538004308,BATLANTIC,MHL,9333125,V7WI5,bunker,118.14,5776,4200,ATLANTIC MARINE HOLDINGS,"CARE OF SK SHIPPING CO LTD , 21ST FLOOR, CPO BOX 2732, 416, HANGANG-DAERO, JUNG-GU, SEOUL, 04637, SOUTH KOREA.",KOR,25,22,0.88,ATLANTIC MARINE HOLDINGS (EFFECTIVE 2011-05-24) IMO COMPANY NUMBER 5608109 NATIONALITY OF REGISTRATION MARSHALL ISLANDS,GFW,ATLANTIC MARINE HOLDINGS,https://world-ships.net/company/51343f6d57c5c3b065e53b21d2501b20#.XPwfl9NKjaY  https://www.law360.com/cases/54e37a5e1206c50d73000001,"S.K. Maritime Co., Ltd.",KOR,"SK Shipping owns ATLANTIC MARINE HOLDINGS which is owned ultimately by S.K. Maritime Co., Ltd.",https://world-ships.net/company/51343f6d57c5c3b065e53b21d2501b20#.XPwfl9NKjaY  https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=252124307  https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5478124  https://www.bloomberg.com/research//stocks/private/snapshot.asp?privcapId=430521019,NA
538005932,ANGEL17,MHL,9208605,V7IF2,bunker,108.5,5373,3883,NEW WINSTAR,"C/O 26F-1, NO.29, HAI PEIN ROAD, 802 KAOHSIUNG, TAIWAN",TWN,185,4,0.02,NEW WINSTAR SA,GFW,NEW WINSTAR SA,http://www.winsonoil.com/vessels_2.asp,Winson Oil Trading Pte. Ltd.,SGP,NA,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=108906926 http://www.winsonoil.com/map.asp,NA
538006154,OCEANCRYSTAL,MHL,9116905,V7KF7,bunker,173.1,29083,7470,OCEAN AFFLUENT,"VISTRA CORPORATE SERVICES CENTRE, WICKHAMS CAY II, ROAD TOWN, TORTOLA VG1110, BRITISH VIRGIN ISLANDS.( 26F-1, NO.29, HAI PEIN ROAD, 802 KAOHSIUNG, TAIWAN)",TWN,43,3,0.07,OCEAN AFFLUENT LIMITED - VIRGIN ISLANDS (BRITISH),GFW,OCEAN AFFLUENT LIMITED,https://world-ships.net/company/375841d18206637f94e7c081fb2d1d7a#.XP1tttNKjaY,Winson Oil Trading Pte. Ltd.,SGP,Main Company: Winson Oil Trading Pte Ltd,https://world-ships.net/company/375841d18206637f94e7c081fb2d1d7a#.XP1tttNKjaY  https://world-ships.com/company/8b7882b4376056bcc5e5156a22c38047#.XPxHeneZPwc,NA
563061200,FORTUNE18,SGP,9508354,9V7720,bunker,NA,5635,NA,MARIS STELLA INTL PTE,"CARE OF FORTUNE SHIP MANAGEMENT PTE LTD , 17-05/06, GOLDEN MILE TOWER, 6001, BEACH ROAD, SINGAPORE 199589",SGP,15,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
563418000,CHITOSE,SGP,9666508,9V6110,carrier,134.15,6534,4619.61,WANG TAT,"56 BUKIT BATOK EAST AVE. 5, REGENT HEIGHTS CONDO #25-03, SINGAPORE 659804",SGP,48,48,1,WANG TAT CORP/UNITED JAPAN,GFW,Shinko Kaiun Co Ltd,https://world-ships.net/company/94c69f6186fd4d5a5848fdfc07dd6c2f#.XP7RqXeZPwc,Shinko Kaiun Co Ltd,JPN,Main Company: Shinko Kaiun Co Ltd. Affiliated with WANG TAT CORP PTE LTD,https://world-ships.net/company/94c69f6186fd4d5a5848fdfc07dd6c2f#.XP7RqXeZPwc https://world-ships.com/company/1f60cba9166300d14502e5c9fc807ee0#.XP12WNNKjaY  https://www.bloomberg.com/profile/company/5828605Z:JP  http://portal.infospectrum.net/searchorder/GoogleCompanySearch.aspx?CompanyId=13135,Affiliated with WANG TAT CORP PTE LTD but not owned
565318000,HAISOON29,SGP,9072733,9V8350,bunker,NA,1993,NA,HAI SOON PACIFIC PTE,"CARE OF HAI SOON SHIP MANAGEMENT PTE LTD , 17-05/06, GOLDEN MILE TOWER, 6001, BEACH ROAD, SINGAPORE 199589",SGP,28,23,0.82,HAI SOON PACIFIC PTE LTD (EFFECTIVE 2009-10-27) IMO COMPANY NUMBER 5136727 NATIONALITY OF REGISTRATION SINGAPORE,GFW,HAI SOON PACIFIC PTE LTD (EFFECTIVE 2009-10-27) IMO COMPANY NUMBER 5136727 NATIONALITY OF REGISTRATION SINGAPORE,https://world-ships.com/company/363a88840e824a2fd17852e9a12c665c#.XPwr4dNKjaY,HAI SOON SHIP MANAGEMENT PTE LTD,SGP,HAI SOON SHIP MANAGEMENT PTE LTD owns HAI SOON PACIFIC PTE LTD,https://world-ships.net/company/daeb6c949159e7becf81ab445e07eae7#.XPwee9NKjaY  https://world-ships.com/company/363a88840e824a2fd17852e9a12c665c#.XPwr4dNKjaY  http://www.hoovers.com/company-information/cs/company-profile.hai_soon_ship_management_pte_ltd.0e5cb7db28e3575b.html,NA
576728000,LUNGYUIN,VUT,9048603,YJQP3,carrier,94.32,3431,2995.12,CHANG SOON SHIPPING,"BANCO GENERAL TOWER, 15TH FLOOR, AQUILINO DE LA GUARDIA, MARBELLA, P.O.BOX 6927 PANAMA-CITY, PANAMA",TWN,67,67,1,CHANG SOON SHIPPING CORP,GFW,CHANG SOON SHIPPING CORP,https://world-ships.net/company/dca95abb6a57af294d1b22952ad2da85#.XPwb_9NKjaY,Lung Soon Ocean Group,TWN,Main Company: Lung Soon Ocean Group,http://www.lungsoon.com/our-companies.html,Chang soon is the transhipment arm of the lung soon ocean group
577106000,HARIMA2,VUT,9133317,YJTB3,carrier,113.37,4490,3035,WANG TAT,"56 BUKIT BATOK EAST AVE. 5, REGENT HEIGHTS CONDO #25-03, SINGAPORE 659804",SGP,22,22,1,WANG TAT CORP PTE LTD,GFW,"Wang Tat Corporation PTE, Ltd.",https://world-ships.net/company/930057685fe59a1757c0202d21cacc77#.XP7RoneZPwc  https://www.vesselsvalue.com/company/36814/WANG-TAT-CORP-PTE-LTD  https://www.maritimedex.com/company/wang-tat-corp-pte-ltd/  https://www.infobel.com/fr/singapore/wang_tat_corporation_pte_ltd/bukit_batok/SG100086194-68610558/businessdetails.aspx  https://www.sgpbusiness.com/company/Wang-Tat-Corporation-Pte-Ltd,"Wang Tat Corporation PTE, Ltd.",SGP,NA,NA,NA
577201000,BSKY,VUT,9381627,YJTN7,bunker,98.12,3978,3000,SKY MARINE HOLDINGS,"TRUST COMPANY COMPLEX, AJELTAKE ROAD, AJELTAKE ISLAND, MAJURO, MARSHALL ISLAND",MHL,85,85,1,"SKY MARINE HOLDING CO., LTD - MARSHALL ISLANDS",GFW,"SKY MARINE HOLDING CO., LTD",https://world-ships.com/company/dbc7aa7170a34a8cfd771f677af85b2c#.XP6zJdNKjaY,"S.K. Maritime Co., Ltd.",KOR,"SK Shipping owns SKY MARINE HOLDING CO., LTD which is owned ultimately by S.K. Maritime Co., Ltd.",https://world-ships.com/company/dbc7aa7170a34a8cfd771f677af85b2c#.XP6zJdNKjaY  https://world-ships.net/company/51343f6d57c5c3b065e53b21d2501b20#.XPwfl9NKjaY    https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5478124  https://www.bloomberg.com/research//stocks/private/snapshot.asp?privcapId=430521019,NA
636008972,TRITONREEFER,LBR,8911102,ELLM5,carrier,144,8818,7945,WEI FONG SHIPPING,"FLOOR 2-4, NO.69 HUANCHENG EAST ROAD, DINGHAI, ZHOUSHAN, ZHEJIANG, CHINA",CHN,14,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
636013103,SEAFROST,LBR,8517061,A8KP6,bunker,NA,11013,NA,CAIN MARINE,"CARE OF BALTMED REEFER SERVICES LTD , 5, XENIAS STREET & CHARILAOU TRIKOUPI, KIFISIA, 145 62 ATHENS, GREECE.",GRC,38,21,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
636014306,SEALION,LBR,9377810,A8SW2,bunker,105.5,3978,2175.21,ALISON MANAGEMENT,"5, XENIAS STR. & CH. TRIKOUPI, KIFISSIA",GRC,42,40,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
636017108,CHIKUMA,LBR,9666493,D5JI4,carrier,134.15,6558,4550,OCEAN WIDE SHIPPING,"OMEGA BLDG.,SAMUEL LEWIS AVENUE AND 53RD ST.,PANAMA-CITY REPUBLIC OF PANAMA",PAN,46,46,1,OCEANWIDE SHIPPING SA,GFW,OCEANWIDE SHIPPING SA,https://world-ships.net/company/7f5c02ec1fdbea92a8605fd74b3ca477#.XP1t8dNKjaY  https://www.vesselsvalue.com/company/22299/OCEANWIDE-SHIPPING-SA/  https://opencorporates.com/companies/pa/126841,OCEANWIDE SHIPPING SA,JPN,NA,NA,NA
636017161,MEITAMARU,LBR,9071583,D5JO8,carrier,106.86,3802,2942,PANAMA TRL,"JUST AROSEMENA AVE. & 32ND ST. NO. 3-32 PANAMA CITY, PANAMA",PAN,45,45,1,PANAMA TRL SA,GFW,PANAMA TRL SA,https://world-ships.net/company/d5803ea59ef66ca9db115aa91a6caeec#.XP1v8NNKjaY,"OCEAN, K.K.",JPN,"Main Company: OCEAN, K.K. which owns TOEI REEFER LINE LTD",http://www.hoovers.com/company-information/cs/company-profile.ocean_kk.d353b1d2ca94c708.html  https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5759915  https://world-ships.net/company/449d59a10ca80891d87579fb1d001d42#.XP1wIdNKjaY  https://world-ships.net/company/d5803ea59ef66ca9db115aa91a6caeec#.XP1v8NNKjaY  http://www.hoovers.com/company-information/cs/company-profile.toei_reefer_line_ltd.7e059a894e7a842a.html  https://www.fis.com/fis/companies/details.asp?l=e&filterby=companies&letter=t&page=75&company_id=43&country_id=,NA
636017162,GENTAMARU,LBR,9620384,D5JO9,carrier,99.06,3989,2998,PANAMA TRL,"JUST AROSEMENA AVE. & 32ND ST. NO. 3-32 PANAMA CITY, PANAMA",PAN,50,50,1,PANAMA TRL S.A. (FME),GFW,PANAMA TRL SA,https://world-ships.net/company/d5803ea59ef66ca9db115aa91a6caeec#.XP1v8NNKjaY,"OCEAN, K.K.",JPN,"Main Company: OCEAN, K.K. which owns TOEI REEFER LINE LTD",http://www.hoovers.com/company-information/cs/company-profile.ocean_kk.d353b1d2ca94c708.html  https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5759915  https://world-ships.net/company/449d59a10ca80891d87579fb1d001d42#.XP1wIdNKjaY  https://world-ships.net/company/d5803ea59ef66ca9db115aa91a6caeec#.XP1v8NNKjaY  http://www.hoovers.com/company-information/cs/company-profile.toei_reefer_line_ltd.7e059a894e7a842a.html  https://www.fis.com/fis/companies/details.asp?l=e&filterby=companies&letter=t&page=75&company_id=43&country_id=,NA
636017275,VICTORIA2,LBR,9140097,D5KD3,carrier,91.48,2717,1096.92,NAVISA MARITIME,"53RD E STREET URBANIZATION MARBELLA , MMG TOWER 16TH FL. PANAMA CITY, PANAMA",PAN,6,6,1,NAVISA MARITIMA SA,GFW,NAVISA MARITIMA SA,https://world-ships.net/company/7b6d4e20ade2b6a47bf4c7bd4bd796c5,Kobe Shipping Group,JPN,"Main Company: Kobe Shipping Group owns Kobe Shipping Co Ltd  Other Subsidiaries: CHUO KAIUN CO., LTD., HINODE KOSAN CO., LTD., KOBE SHIPMANAGEMENT CO., LTD.",https://world-ships.net/company/7b6d4e20ade2b6a47bf4c7bd4bd796c5  https://world-ships.net/company/8d921fb92ce78281ca0c77dfbe0df24f  https://www.bloomberg.com/profile/company/6651952Z:JP  http://www.hoovers.com/company-information/cs/company-profile.kobe_shipping_co_ltd.77cefa0d887122da.html  http://www.kobeshipping.com/english/group/,NA
636017359,SHOTAMARU,LBR,9194892,D5KN7,carrier,100.98,3936,2942,PANAMA TRL,"JUST AROSEMENA AVE. & 32ND ST. NO. 3-32 PANAMA CITY, PANAMA",PAN,49,49,1,PANAMA TRL SA,GFW,PANAMA TRL SA,https://world-ships.net/company/d5803ea59ef66ca9db115aa91a6caeec#.XP1v8NNKjaY,"OCEAN, K.K.",JPN,"Main Company: OCEAN, K.K. which owns TOEI REEFER LINE LTD",http://www.hoovers.com/company-information/cs/company-profile.ocean_kk.d353b1d2ca94c708.html  https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5759915  https://world-ships.net/company/449d59a10ca80891d87579fb1d001d42#.XP1wIdNKjaY  https://world-ships.net/company/d5803ea59ef66ca9db115aa91a6caeec#.XP1v8NNKjaY  http://www.hoovers.com/company-information/cs/company-profile.toei_reefer_line_ltd.7e059a894e7a842a.html  https://www.fis.com/fis/companies/details.asp?l=e&filterby=companies&letter=t&page=75&company_id=43&country_id=,NA
636017396,TAIHOMARU,LBR,9459591,D5KS2,carrier,98.28,3858,2950,PRINCESS LINE,"EDIFICIO COMOSA AV., SAMUEL LEWIS, MANUEL M. YCAZA, P.O. BOX 4150, PANAMA CITY, PANAMA",JPN,50,50,1,PRINCESS LINE SA,GFW,PRINCESS LINE SA,https://world-ships.net/company/9faca90c72610cb51fe425693e6d4ffb#.XP1zH9NKjaY,Hayama Senpaku KK,JPN,Main Company: Hayama Senpaku KK,https://world-ships.net/company/9faca90c72610cb51fe425693e6d4ffb#.XP1zH9NKjaY  https://world-ships.com/company/2f003311163fac7dcc9527e86ff688f9#.XP1zVtNKjaY  https://www.imarine.cn/thread-267830-1-1.html  http://portal.infospectrum.net/searchorder/GoogleCompanySearch.aspx?CompanyId=9312  https://www.bloomberg.com/profile/company/6651976Z:JP,NA
